name,calory,protein,fat,carbohydrate,id,category_id
黄身酢,230,6.5,13,20.3,641,16
ごま酢,217,4,8,30.2,642,16
ごまだれ,285,7.4,14.1,30.1,643,16
三杯酢,86,0.9,0,18.1,644,16
二杯酢,57,3.5,0,8.6,645,16
すし酢/ちらし・稲荷用,150,0.1,0,34.9,646,16
すし酢/にぎり用,70,0.2,0,14.3,647,16
すし酢/巻き寿司・箱寿司用,107,0.1,0,23.8,648,16
中華風合わせ酢,151,3,3.4,25.6,649,16
デミグラスソース,82,2.9,3,11,650,16
テンメンジャン,256,8.5,7.7,38.1,651,16
ナンプラー,48,9.1,0.1,2.7,652,16
冷やし中華のたれ,114,2.1,1.2,23.1,653,16
ホワイトソース,99,1.8,6.2,9.2,654,16
ぽん酢しょうゆ,47,3.4,0.1,8.2,655,16
マリネ液,68,0.1,0,10.9,656,16
焼き鳥のたれ,131,3.2,0,29.6,657,16
焼き肉のたれ,169,4.3,2.2,33.1,658,16
みたらしのたれ,128,0.9,0,31,659,16
ゆずこしょう,49,1.3,0.8,9.3,660,16
和風ドレッシング,198,2.2,18.4,5.1,661,16
ごまドレッシング,360,8.5,26.3,21.2,662,16
マヨネーズタイプ調味料/低カロリータイプ,282,2.9,28.3,3.3,663,16
減塩みそ,192,10.8,5.7,24.5,664,16
だし入りみそ,194,13.2,5.7,22.4,665,16
辛子酢みそ,221,5,2.1,44.6,666,16
ごまみそ,258,9.4,9.9,32.9,667,16
酢みそ,216,4.9,1.5,44.8,668,16
練りみそ,273,5.5,1.7,59,669,16
その他/お茶漬けの素/さけ,264,20.3,3.7,37.4,670,16
その他/即席すまし汁,203,18.1,0.8,30.9,671,16
その他/ふりかけ/たまご,450,23.4,21.9,39.9,672,16
にんにく/ガーリックパウダー/食塩添加,382,19.9,0.8,73.8,673,16
天ぷら用バッター,137,3.4,0.5,29.7,674,16
あごだし,1,0.1,0,0,675,16
かつおだし/本枯れ節,2,0.5,0,0,676,16
昆布だし/煮出し,6,0.1,0,1.3,677,16
いかなごしょうゆ,65,13.9,0,2.1,678,16
いしるいしり,68,12.8,0,4.2,679,16
しょっつる,29,6.1,0,1.1,680,16
キムチの素,135,5.3,1,26,681,16
ぽん酢しょうゆ、市販品,61,3.7,0,10.8,682,16
その他料理酒,95,0.2,0,4.7,683,16
しょうゆ類　うすくちしょうゆ、低塩,77,6.4,0,7.6,684,16
だし類　なべつゆ、ストレート、しょうゆ味,18,0.7,0,3.7,685,16
だし類　めんつゆ、二倍濃厚,71,3.4,0,14.4,686,16
だし類　ラーメンスープ、濃縮、しょうゆ味,159,3.3,11.6,10.3,687,16
だし類　ラーメンスープ、濃縮、みそ味,192,6.4,11,16.9,688,16
調味ソース類　焼きそば粉末ソース,282,5.6,0.7,62.4,689,16
みそ類　米みそ、だし入りみそ、減塩,176,10.3,5.1,22.2,690,16
あずき/全粒、乾,343,20.8,2,59.6,691,4
あずき/ゆで小豆缶詰,218,4.4,0.4,49.2,692,4
あずき/あん/こしあん,155,9.8,0.6,27.1,693,4
あずき/あん/つぶしあん,244,5.6,0.6,54,694,4
いんげんまめ/全粒、乾,339,22.1,2.5,56.4,695,4
いんげんまめ/うずら豆,237,6.7,1.3,49.6,696,4
いんげんまめ/こしあん,155,9.4,0.9,27,697,4
えんどう/グリーンピース揚げ豆,423,20.8,11.6,58.8,698,4
えんどう/塩豆,364,23.3,2.4,61.5,699,4
えんどう/うぐいす豆,240,5.6,0.7,52.9,700,4
そらまめ/おたふく豆,251,7.9,1.2,52.2,701,4
そらまめ/ふき豆,263,9.6,1.6,52.5,702,4
全粒・全粒製品/全粒/国産/黄大豆/乾,422,33.8,19.7,29.5,703,4
全粒・全粒製品/全粒/国産/黄大豆/ゆで,176,14.8,9.8,8.4,704,4
全粒・全粒製品/全粒/米国産/黄大豆/乾,433,33,21.7,28.8,705,4
全粒・全粒製品/全粒/中国産/黄大豆/乾,422,32.8,19.5,30.8,706,4
全粒・全粒製品/水煮缶詰/黄大豆,140,12.9,6.7,7.7,707,4
全粒・全粒製品/きな粉/全粒大豆/黄大豆,450,36.7,25.7,28.5,708,4
豆腐・油揚げ類/木綿豆腐,80,7,4.9,1.5,709,4
豆腐・油揚げ類/絹ごし豆腐,62,5.3,3.5,2,710,4
豆腐・油揚げ類/沖縄豆腐,106,9.1,7.2,0.7,711,4
豆腐・油揚げ類/焼き豆腐,88,7.8,5.7,1,712,4
豆腐・油揚げ類/油揚げ/生,410,23.4,34.4,0.4,713,4
豆腐・油揚げ類/がんもどき,228,15.3,17.8,1.6,714,4
納糸引き納豆,200,16.5,10,12.1,715,4
納挽きわり納豆,194,16.6,10,10.5,716,4
豆乳/豆乳,46,3.6,2,3.1,717,4
豆乳/調製豆乳,64,3.2,3.6,4.8,718,4
湯葉/生,231,21.8,13.7,4.1,719,4
ひよこまめ/全粒、乾,374,20,5.2,61.5,720,4
りょくとう/全粒、乾,354,25.1,1.5,59.1,721,4
レンズまめ/全粒、乾,352,23.2,1.5,60.7,722,4
えんどう/全粒、赤えんどう、乾,352,21.7,2.3,60.4,723,4
そらまめ/しょうゆ豆,196,9.8,0.9,37.1,724,4
だいず 国産 黒大豆乾,410,33.9,18.8,28.9,725,4
油揚げ/油抜き,288,18.2,23.4,0,726,4
アーティチョーク/花らい、生,48,2.3,0.2,11.3,727,6
アーティチョーク/花らい、ゆで,45,2.1,0.1,10.8,728,6
あさつき/葉、生,33,4.2,0.3,5.6,729,6
あさつき/葉、ゆで,39,4.2,0.3,7.3,730,6
あしたば/茎葉、生,33,3.3,0.1,6.7,731,6
あしたば/茎葉、ゆで,31,2.9,0.1,6.6,732,6
アスパラガス/若茎、生,22,2.6,0.2,3.9,733,6
アスパラガス/若茎、ゆで,24,2.6,0.1,4.6,734,6
アスパラガス/水煮缶詰,22,2.4,0.1,4.3,735,6
いんげんまめ/さやいんげん/若ざや、生,23,1.8,0.1,5.1,736,6
いんげんまめ/さやいんげん/若ざや、ゆで,26,1.8,0.2,5.5,737,6
うど/茎、生,18,0.8,0.1,4.3,738,6
うど/茎、水さらし,14,0.6,0,3.4,739,6
やまうど/茎、生,19,1.1,0.1,4.3,740,6
えだまめ/生,135,11.7,6.2,8.8,741,6
えだまめ/ゆで,134,11.5,6.1,8.9,742,6
えだまめ/冷凍,159,13,7.6,10.6,743,6
エンダイブ/葉、生,15,1.2,0.2,2.9,744,6
トウミョウ/茎葉、生,27,3.8,0.4,4,745,6
さやえんどう/若ざや、生,36,3.1,0.2,7.5,746,6
さやえんどう/若ざや、ゆで,34,3.2,0.2,7,747,6
スナップえんどう/若ざや、生,43,2.9,0.1,9.9,748,6
グリンピース/生,93,6.9,0.4,15.3,749,6
グリンピース/ゆで,110,8.3,0.2,18.5,750,6
グリンピース/冷凍,98,5.8,0.7,17.1,751,6
グリンピース/水煮缶詰,98,3.6,0.4,19.7,752,6
おおさかしろな/葉、生,13,1.4,0.2,2.2,753,6
おおさかしろな/葉、ゆで,17,1.6,0.3,3.1,754,6
おおさかしろな/塩漬,22,1.3,0.3,4.5,755,6
おかひじき/茎葉、生,17,1.4,0.2,3.4,756,6
おかひじき/茎葉、ゆで,17,1.2,0.1,3.8,757,6
オクラ/果実、生,30,2.1,0.2,6.6,758,6
オクラ/果実、ゆで,33,2.1,0.1,7.6,759,6
かぶ/葉、生,20,2.3,0.1,3.9,760,6
かぶ/葉、ゆで,22,2.3,0.1,4.4,761,6
かぶ/根、皮つき、生,20,0.7,0.1,4.6,762,6
かぶ/根、皮つき、ゆで,21,0.7,0.1,4.7,763,6
かぶ/根、皮むき、生,21,0.6,0.1,4.8,764,6
かぶ/根、皮むき、ゆで,22,0.6,0.1,5,765,6
かぶ/漬物/塩漬/葉,29,2.3,0.2,6,766,6
かぶ/漬物/塩漬/根、皮つき,23,1,0.2,4.9,767,6
かぶ/漬物/塩漬/根、皮むき,21,0.8,0.1,4.7,768,6
かぶ/漬物/ぬかみそ漬/葉,34,3.3,0.1,7.1,769,6
かぶ/漬物/ぬかみそ漬/根、皮つき,28,1.5,0.1,5.9,770,6
かぶ/漬物/ぬかみそ漬/根、皮むき,31,1.4,0.1,6.9,771,6
日本かぼちゃ/果実、生,49,1.6,0.1,10.9,772,6
日本かぼちゃ/果実、ゆで,60,1.9,0.1,13.3,773,6
西洋かぼちゃ/果実、生,91,1.9,0.3,20.6,774,6
西洋かぼちゃ/果実、ゆで,93,1.6,0.3,21.3,775,6
西洋かぼちゃ/果実、冷凍,83,2.2,0.3,18.5,776,6
そうめんかぼちゃ/果実、生,24,0.7,0.1,6.1,777,6
からしな/葉、生,26,3.3,0.1,4.7,778,6
からしな/塩漬,36,4,0.1,7.2,779,6
カリフラワー/花序、生,27,3,0.1,5.2,780,6
カリフラワー/花序、ゆで,26,2.7,0.1,5.1,781,6
かんぴょう/乾,260,6.3,0.2,68.1,782,6
かんぴょう/ゆで,28,0.7,0,7.2,783,6
きく/花びら、生,27,1.4,0,6.5,784,6
きく/花びら、ゆで,23,1,0,5.7,785,6
きく/菊のり,292,11.6,0.2,73.5,786,6
キャベツ/結球葉、生,23,1.3,0.2,5.2,787,6
キャベツ/結球葉、ゆで,20,0.9,0.2,4.6,788,6
グリーンボール/結球葉、生,20,1.4,0.1,4.3,789,6
レッドキャベツ/結球葉、生,30,2,0.1,6.7,790,6
きゅうり/果実、生,14,1,0.1,3,791,6
きゅうり/漬物/塩漬,16,1,0.1,3.7,792,6
きゅうり/漬物/しょうゆ漬,50,3.2,0.4,10.8,793,6
きゅうり/漬物/ぬかみそ漬,27,1.5,0.1,6.2,794,6
きゅうり/漬物/ピクルス/スイート型,67,0.3,0.1,18.3,795,6
きゅうり/漬物/ピクルス/サワー型,12,1.4,0,2.5,796,6
ぎょうじゃにんにく/葉、生,34,3.5,0.2,6.6,797,6
みずな/葉、生,23,2.2,0.1,4.8,798,6
みずな/葉、ゆで,22,2,0.1,4.7,799,6
みずな/塩漬,27,2,0.1,5.9,800,6
キンサイ/茎葉、生,19,1.1,0.4,3.5,801,6
キンサイ/茎葉、ゆで,19,1.1,0.4,3.5,802,6
クレソン/茎葉、生,15,2.1,0.1,2.5,803,6
くわい/塊茎、生,126,6.3,0.1,26.6,804,6
くわい/塊茎、ゆで,128,6.2,0.1,27.2,805,6
ケール/葉、生,28,2.1,0.4,5.6,806,6
コールラビ/球茎、生,21,1,0,5.1,807,6
コールラビ/球茎、ゆで,21,1,0,5.2,808,6
こごみ/若芽、生,28,3,0.2,5.3,809,6
ごぼう/根、生,65,1.8,0.1,15.4,810,6
ごぼう/根、ゆで,58,1.5,0.2,13.7,811,6
こまつな/葉、生,14,1.5,0.2,2.4,812,6
こまつな/葉、ゆで,15,1.6,0.1,3,813,6
ザーサイ/漬物,23,2.5,0.1,4.6,814,6
さんとうさい/葉、生,14,1,0.2,2.7,815,6
さんとうさい/葉、ゆで,16,1.4,0.3,2.9,816,6
さんとうさい/塩漬,20,1.5,0.3,4,817,6
しかくまめ/若ざや、生,20,2.4,0.1,3.8,818,6
ししとう/果実、生,27,1.9,0.3,5.7,819,6
ししとう/果実、油いため,55,1.9,3.2,5.8,820,6
しそ/葉、生,37,3.9,0.1,7.5,821,6
しそ/実、生,41,3.4,0.1,8.9,822,6
じゅうろくささげ/若ざや、生,24,2.5,0.1,4.8,823,6
じゅうろくささげ/若ざや、ゆで,30,2.8,0.1,6.2,824,6
しゅんぎく/葉、生,22,2.3,0.3,3.9,825,6
しゅんぎく/葉、ゆで,27,2.7,0.5,4.5,826,6
じゅんさい/若葉、水煮びん詰,5,0.4,0,1,827,6
しょうが類/葉しょうが/根茎、生,11,0.5,0.2,2.1,828,6
しょうが類/しょうが/根茎、生,30,0.9,0.3,6.6,829,6
しょうが類/しょうが/漬物/酢漬,19,0.2,0.4,4,830,6
しょうが類/しょうが/漬物/甘酢漬,51,0.2,0.3,12.5,831,6
しろうり/果実、生,15,0.9,0.1,3.3,832,6
しろうり/漬物/塩漬,16,1,0.1,3.7,833,6
しろうり/漬物/奈良漬,157,4.5,0.1,40.8,834,6
ずいき/生ずいき、生,16,0.5,0,4.1,835,6
ずいき/生ずいき、ゆで,12,0.4,0,3.1,836,6
ずいき/干しずいき、乾,246,6.6,0.4,63.5,837,6
ずいき/干しずいき、ゆで,13,0.5,0,3.4,838,6
すぐきな/葉、生,26,1.9,0.2,5.4,839,6
すぐきな/根、生,21,0.6,0.1,4.7,840,6
すぐきな/すぐき漬,34,2.6,0.7,6.1,841,6
ズッキーニ/果実、生,14,1.3,0.1,2.8,842,6
せり/茎葉、生,17,2,0.1,3.3,843,6
せり/茎葉、ゆで,18,2.1,0.1,3.4,844,6
セロリ/葉柄、生,15,0.4,0.1,3.6,845,6
ぜんまい/生ぜんまい/若芽、生,29,1.7,0.1,6.6,846,6
ぜんまい/生ぜんまい/若芽、ゆで,21,1.1,0.4,4.1,847,6
ぜんまい/干しぜんまい/干し若芽、乾,293,14.6,0.6,70.8,848,6
ぜんまい/干しぜんまい/干し若芽、ゆで,29,1.7,0.1,6.8,849,6
そらまめ/未熟豆、生,108,10.9,0.2,15.5,850,6
そらまめ/未熟豆、ゆで,112,10.5,0.2,16.9,851,6
タアサイ/葉、生,13,1.3,0.2,2.2,852,6
タアサイ/葉、ゆで,13,1.1,0.2,2.3,853,6
かいわれだいこん/芽ばえ、生,21,2.1,0.5,3.3,854,6
葉だいこん/葉、生,18,2,0.2,3.3,855,6
だいこん/葉、生,25,2.2,0.1,5.3,856,6
だいこん/葉、ゆで,25,2.2,0.1,5.4,857,6
だいこん/根、皮つき、生,18,0.5,0.1,4.1,858,6
だいこん/根、皮つき、ゆで,18,0.4,0,4.5,859,6
だいこん/根、皮むき、生,18,0.4,0.1,4.1,860,6
だいこん/根、皮むき、ゆで,18,0.5,0.1,4,861,6
切干しだいこん/乾,301,9.7,0.8,69.7,862,6
漬物/ぬかみそ漬,30,1.3,0.1,6.7,863,6
漬物/たくあん漬/塩押しだいこん漬,64,1.2,0.3,15.2,864,6
漬物/たくあん漬/干しだいこん漬,27,1.9,0.1,5.5,865,6
漬物/守口漬,187,5.3,0.2,44.3,866,6
漬物/べったら漬,57,0.9,0.1,14,867,6
漬物/みそ漬,78,4.5,0.3,16.3,868,6
漬物/福神漬,136,2.7,0.1,33.3,869,6
つまみな/葉、生,20,1.9,0.3,3.6,870,6
たいさい/葉、生,16,0.9,0.1,3.5,871,6
たいさい/塩漬,20,1.6,0.1,4.3,872,6
たかな/葉、生,21,1.8,0.2,4.2,873,6
たかな/たかな漬,33,2.8,0.2,7,874,6
たけのこ/若茎、生,26,3.6,0.2,4.3,875,6
たけのこ/若茎、ゆで,30,3.5,0.2,5.5,876,6
たけのこ/水煮缶詰,23,2.7,0.2,4,877,6
たけのこ/めんま/塩蔵/塩抜き,19,1,0.5,3.6,878,6
たまねぎ/りん茎　生,35,1,0.1,8.4,879,6
たまねぎ/りん茎、水さらし,26,0.6,0.1,6.1,880,6
たまねぎ/りん茎、ゆで,31,0.8,0.1,7.3,881,6
赤たまねぎ/りん茎、生,38,0.9,0.1,9,882,6
たらのめ/若芽、生,27,4.2,0.2,4.3,883,6
たらのめ/若芽、ゆで,26,4,0.2,4.1,884,6
チコリ/若芽/生,16,1,0,3.9,885,6
チンゲンサイ/葉、生,9,0.6,0.1,2,886,6
チンゲンサイ/葉、ゆで,12,0.9,0.1,2.4,887,6
つくし/胞子茎、生,38,3.5,0.1,8.1,888,6
つくし/胞子茎、ゆで,33,3.4,0.1,6.7,889,6
つるな/茎葉、生,15,1.8,0.1,2.8,890,6
つるむらさき/茎葉、生,13,0.7,0.2,2.6,891,6
つるむらさき/茎葉、ゆで,15,0.9,0.2,3.2,892,6
つわぶき/葉柄、生,21,0.4,0,5.6,893,6
つわぶき/葉柄、ゆで,16,0.3,0,4.4,894,6
とうがらし/葉・果実、生,35,3.4,0.1,7.2,895,6
とうがらし/葉・果実、油いため,85,4,4.9,8.5,896,6
とうがらし/果実、生,96,3.9,3.4,16.3,897,6
とうがらし/果実、乾,345,14.7,12,58.4,898,6
とうがん/果実、生,16,0.5,0.1,3.8,899,6
とうがん/果実、ゆで,16,0.6,0.1,3.7,900,6
スイートコーン/未熟種子、生,92,3.6,1.7,16.8,901,6
スイートコーン/未熟種子、ゆで,99,3.5,1.7,18.6,902,6
スイートコーン/未熟種子、穂軸つき冷凍,97,3.5,1.5,18.7,903,6
スイートコーン/未熟種子、カーネル、冷凍,98,2.9,1.3,19.8,904,6
スイートコーン/缶詰/クリームスタイル,84,1.7,0.5,18.6,905,6
スイートコーン/缶詰/ホールカーネルスタイル,82,2.3,0.5,17.8,906,6
ヤングコーン/幼雌穂、生,29,2.3,0.2,6,907,6
トマト類/トマト/果実、生,19,0.7,0.1,4.7,908,6
トマト類/ミニトマト/果実、生,29,1.1,0.1,7.2,909,6
トマト類/缶詰/ホール/食塩無添加,20,0.9,0.2,4.4,910,6
トマト類/缶詰/トマトジュース/食塩添加,17,0.7,0.1,4,911,6
トマト類/缶詰/ミックスジュース/食塩添加,17,0.6,0,4.3,912,6
アルファルファもやし/生,12,1.6,0.1,2,913,6
だいずもやし/生,37,3.7,1.5,2.3,914,6
だいずもやし/ゆで,34,2.9,1.6,2.2,915,6
もやし類　ブラックマッペもやし　生,15,2.2,0,2.8,916,6
ブラックマッペもやし/ゆで,13,1.3,0,2.7,917,6
りょくとうもやし/生,14,1.7,0.1,2.6,918,6
りょくとうもやし/ゆで,12,1.6,0,2.3,919,6
モロヘイヤ/茎葉、生,38,4.8,0.5,6.3,920,6
モロヘイヤ/茎葉、ゆで,25,3,0.4,4,921,6
やまごぼう/みそ漬,72,4.1,0.1,15.6,922,6
ゆりね/りん茎、生,125,3.8,0.1,28.3,923,6
ゆりね/りん茎、ゆで,126,3.4,0.1,28.7,924,6
ようさい/茎葉、生,17,2.2,0.1,3.1,925,6
ようさい/茎葉、ゆで,21,2.2,0.1,4.1,926,6
よめな/葉、生,46,3.4,0.2,10,927,6
よもぎ/葉、生,46,5.2,0.3,8.7,928,6
よもぎ/葉、ゆで,42,4.8,0.1,8.2,929,6
らっかせい/未熟豆、生,295,12,24.2,12.4,930,6
らっかせい/未熟豆、ゆで,288,11.9,23.5,12.3,931,6
らっきょう類/らっきょう/りん茎、生,118,1.4,0.2,29.3,932,6
らっきょう類/らっきょう/甘酢漬,115,0.7,0.2,29,933,6
らっきょう類/エシャレット/りん茎、生,76,2.3,0.2,17.8,934,6
リーキ/りん茎葉、生,29,1.6,0.1,6.9,935,6
リーキ/りん茎葉、ゆで,28,1.3,0.1,6.8,936,6
ルバーブ/葉柄、生,24,0.7,0.1,6,937,6
ルバーブ/葉柄、ゆで,18,0.5,0.1,4.6,938,6
レタス/土耕栽培/結球葉/生,12,0.6,0.1,2.8,939,6
サラダな/葉、生,14,1,0.2,2.7,940,6
リーフレタス/葉、生,16,1.4,0.1,3.3,941,6
サニーレタス/葉、生,16,1.2,0.2,3.2,942,6
コスレタス/葉、生,17,1.2,0.2,3.4,943,6
れんこん/根茎、生,66,1.9,0.1,15.5,944,6
れんこん/根茎、ゆで,66,1.3,0.1,16.1,945,6
ルッコラ/葉、生,19,1.9,0.4,3.1,946,6
わけぎ/葉、生,30,1.6,0,7.4,947,6
わけぎ/葉、ゆで,29,1.9,0,6.9,948,6
わさび/根茎、生,88,5.6,0.2,18.4,949,6
わさび/わさび漬,145,7.1,0.5,28,950,6
わらび/生わらび、生,21,2.4,0.1,4,951,6
わらび/生わらび、ゆで,15,1.5,0.1,3,952,6
わらび/干しわらび、乾,274,20,0.7,61.4,953,6
アスパラガス/若茎、油いため,57,2.9,3.9,4.1,954,6
アロエ/葉、生,3,0,0.1,0.7,955,6
トウミョウ/芽ばえ、生,24,3.8,0.4,3.2,956,6
トウミョウ/芽ばえ、ゆで,27,3.6,0.6,3.8,957,6
トウミョウ/芽ばえ、油いため,82,5,5.9,4.3,958,6
西洋かぼちゃ/果実、焼き,122,2.5,0.4,27.7,959,6
キャベツ/結球葉、油いため,81,1.6,6,5.9,960,6
切干しだいこん、ゆで,19,0.9,0.1,4.1,961,6
切干しだいこん、油いため,88,1.5,6,7.6,962,6
たまねぎ/りん茎、油いため,105,1.4,5.9,12,963,6
葉たまねぎ/りん茎及び葉、生,37,1.8,0.4,7.6,964,6
チンゲンサイ/葉、油いため,39,0.8,3.2,2.2,965,6
にら/葉、油いため,74,1.9,5.7,4.9,966,6
にんじん/根、皮むき、油いため,109,1.1,6.4,12.4,967,6
にんじん/根、皮むき、素揚げ,89,1,3.5,13.9,968,6
にんじん/根、皮、生,31,0.7,0.2,7.3,969,6
にんじん/グラッセ,66,0.7,1.4,12.7,970,6
にんにく/りん茎、油いため,199,8.2,5.9,30.6,971,6
根深ねぎ/葉、軟白、ゆで,28,1.3,0.1,6.8,972,6
根深ねぎ/葉、軟白、油いため,78,1.6,4.4,9.5,973,6
葉ねぎ/葉、油いため,81,2.1,5.2,7.9,974,6
はやとうり/果実、緑色種、生,20,0.6,0.1,4.9,975,6
ブロッコリー/芽ばえ、生,19,1.9,0.6,2.6,976,6
ほうれんそう/葉、夏採り、生,20,2.2,0.4,3.1,977,6
ほうれんそう/葉、冬採り、生,20,2.2,0.4,3.1,978,6
ほうれんそう/葉、夏採り、ゆで,25,2.6,0.5,4,979,6
ほうれんそう/葉、冬採り、ゆで,25,2.6,0.5,4,980,6
ほうれんそう/葉、通年平均、油いため,99,3.8,8.1,4.4,981,6
みぶな/葉、生,15,1.1,0.3,2.9,982,6
レタス/水耕栽培/結球葉、生,14,0.8,0.2,2.9,983,6
サンチュ/葉、生,15,1.2,0.4,2.5,984,6
うるい/葉、生,22,1.9,0.4,4,985,6
かんぴょう/甘煮,157,2.3,0.2,36.5,986,6
しょうが/根茎、皮むき、生、おろし,70,0.7,0.8,16,987,6
しょうが/根茎、皮むき、生、おろし汁,17,0.4,0.3,3.5,988,6
だいこん/根、皮むき、生、おろし,34,0.6,0.2,8,989,6
だいこん/根、皮むき、生、おろし汁,11,0.3,0,2.7,990,6
だいこん/根、皮むき、生、おろし水洗い,30,0.6,0.1,7.2,991,6
トマト/ドライトマト,292,14.2,2.1,67.3,992,6
れんこん/甘酢れんこん,71,0.6,0.2,16.5,993,6
ほうれんそう/葉、冷凍/ゆで,28,4.2,0.5,3.8,994,6
ほうれんそう/葉、冷凍/油いため,78,4,4.5,5.4,995,6
グリンピース、冷凍、ゆで,103,6.2,0.7,17.8,996,6
グリンピース、冷凍、油いため,139,6.3,4.6,18.2,997,6
ちぢみゆきな/葉/生,35,3.6,0.6,5.7,998,6
ちぢみゆきな/葉/ゆで,34,3.8,0.7,5.2,999,6
ミックスベジタブル、冷凍,79,3,0.7,15.1,1000,6
ミックスベジタブル、冷凍、ゆで,78,3.1,0.8,14.6,1001,6
ミックスベジタブル、冷凍、油いため,120,3.3,4.9,15.7,1002,6
コリアンダー、葉、生,25,1.4,0.4,4.6,1003,6
ブロッコリー　花序　電子レンジ調理,45,5.7,0.7,7,1004,6
ブロッコリー　花序　焼き,65,9.9,1.2,8.4,1005,6
ブロッコリー　花序　油いため,110,6.9,6.3,6.1,1006,6
ブラックマッペもやし　油いため,40,2.3,0.9,5.8,1007,6
野菜ミックスジュース　通常タイプ,25,0.8,0.1,4.7,1008,6
野菜ミックスジュース　濃縮タイプ,40,1,0.3,7.8,1009,6
トレビス/葉、生,18,1.1,0.2,3.9,1010,6
とんぶり/ゆで,90,6.1,3.5,12.9,1011,6
ながさきはくさい/葉、生,13,1.3,0.1,2.6,1012,6
ながさきはくさい/葉、ゆで,18,2.2,0.1,3.4,1013,6
なす/果実、生,22,1.1,0.1,5.1,1014,6
なす/果実、ゆで,19,1,0.1,4.5,1015,6
べいなす/果実、生,22,1.1,0.1,5.3,1016,6
べいなす/果実/素揚げ,183,1,17,6.7,1017,6
なす類/漬物/塩漬,23,1.4,0.1,5.2,1018,6
なす類/漬物/ぬかみそ漬,27,1.7,0.1,6.1,1019,6
なす類/漬物/こうじ漬,79,5.5,0.1,18.2,1020,6
なす類/漬物/からし漬,118,2.6,0.2,30.7,1021,6
なす類/漬物/しば漬,30,1.4,0.2,7,1022,6
なずな/葉、生,36,4.3,0.1,7,1023,6
和種なばな/花らい・茎、生,33,4.4,0.2,5.8,1024,6
和種なばな/花らい・茎、ゆで,28,4.7,0.1,4.3,1025,6
洋種なばな/茎葉、生,35,4.1,0.4,6,1026,6
洋種なばな/茎葉、ゆで,31,3.6,0.4,5.3,1027,6
にがうり/果実、生,17,1,0.1,3.9,1028,6
にがうり/果実、油いため,50,1.2,3.3,4.6,1029,6
にら/葉、生,21,1.7,0.3,4,1030,6
にら/葉、ゆで,31,2.6,0.5,5.7,1031,6
花にら/花茎・花らい、生,27,1.9,0.2,5.9,1032,6
黄にら/葉、生,18,2.1,0.1,3.3,1033,6
葉にんじん/葉、生,18,1.1,0.2,3.7,1034,6
にんじん/根、皮つき、生,39,0.7,0.2,9.3,1035,6
にんじん/根、皮つき、ゆで,36,0.6,0.2,8.4,1036,6
にんじん/根、皮むき、生,36,0.8,0.1,8.7,1037,6
にんじん/根、皮むき、ゆで,36,0.7,0.1,8.5,1038,6
にんじん/根、冷凍,35,0.8,0.2,8.2,1039,6
にんじん/ジュース、缶詰,28,0.6,0.1,6.7,1040,6
きんとき/根、皮つき、生,44,1.8,0.2,9.6,1041,6
きんとき/根、皮つき、ゆで,42,1.9,0.2,9.2,1042,6
きんとき/根、皮むき、生,45,1.8,0.3,9.7,1043,6
きんとき/根、皮むき、ゆで,45,1.9,0.4,9.6,1044,6
ミニキャロット/根、生,32,0.7,0.2,7.5,1045,6
にんにく/りん茎、生,136,6.4,0.9,27.5,1046,6
茎にんにく/花茎、生,45,1.9,0.3,10.6,1047,6
茎にんにく/花茎、ゆで,44,1.7,0.2,10.7,1048,6
根深ねぎ/葉、軟白、生,34,1.4,0.1,8.3,1049,6
葉ねぎ/葉、生,30,1.9,0.3,6.5,1050,6
こねぎ/葉、生,27,2,0.3,5.4,1051,6
のざわな/葉、生,16,0.9,0.1,3.5,1052,6
のざわな/漬物/塩漬,18,1.2,0.1,4.1,1053,6
のざわな/漬物/調味漬,23,1.7,0,5.4,1054,6
のびる/りん茎葉、生,65,3.2,0.2,15.5,1055,6
はくさい/結球葉、生,14,0.8,0.1,3.2,1056,6
はくさい/結球葉、ゆで,13,0.9,0.1,2.9,1057,6
はくさい/漬物/塩漬,16,1.4,0.1,3.4,1058,6
はくさい/漬物/キムチ,46,2.8,0.3,7.9,1059,6
パクチョイ/葉、生,15,1.6,0.2,2.7,1060,6
バジル/葉、生,24,2,0.6,4,1061,6
パセリ/葉、生,43,4,0.7,7.8,1062,6
はつかだいこん/根、生,15,0.8,0.1,3.1,1063,6
はやとうり/果実、白色種、生,20,0.6,0.1,4.9,1064,6
はやとうり/果実、白色種、塩漬,17,0.6,0,4.4,1065,6
ビーツ/根、生,41,1.6,0.1,9.3,1066,6
ビーツ/根、ゆで,44,1.5,0.1,10.2,1067,6
青ピーマン/果実、生,22,0.9,0.2,5.1,1068,6
青ピーマン/果実、油いため,61,0.9,4.3,5.4,1069,6
赤ピーマン/果実、生,30,1,0.2,7.2,1070,6
赤ピーマン/果実、油いため,69,1,4.3,7.6,1071,6
黄ピーマン/果実、生,27,0.8,0.2,6.6,1072,6
黄ピーマン/果実、油いため,66,0.8,4.3,6.9,1073,6
トマピー/果実、生,31,1,0.2,7.5,1074,6
ひのな/根・茎葉、生,19,1,0,4.7,1075,6
ひのな/根・茎葉、甘酢漬,69,1.4,0.5,17.3,1076,6
ひろしまな/葉、生,20,1.5,0.2,4.2,1077,6
ひろしまな/塩漬,16,1.2,0.2,3.3,1078,6
ふき/葉柄、生,11,0.3,0,3,1079,6
